"","gene","genus","bcv.prob","stab.prob","refitted.coef","GeneName","moduleColor"
"932","ENSMUSG00000106680","Anaerotruncus",0.91,0.96,-0.123494196503812,NA,"blue"
"933","ENSMUSG00000106788","Anaerotruncus",0.75,0.9,-0.0522800982161145,NA,"blue"
"934","ENSMUSG00000106867","Anaerotruncus",0.74,0.9,0.102260272351032,NA,"greenyellow"
"935","ENSMUSG00000106889","Parabacteroides",0.7,0.82,-0.162957745733511,NA,"magenta"
"936","ENSMUSG00000106943","Anaerotruncus",0.76,0.95,-0.102846899483095,"differentiation antagonizing non-protein coding RNA","tan"
"937","ENSMUSG00000107121","f.Rikenellaceae",0.83,0.87,-0.0789327032861309,"RIKEN cDNA 1110006O24 gene","turquoise"
"938","ENSMUSG00000107198","Butyricimonas",0.74,0.83,0.0809389070160765,"predicted gene, 19619","turquoise"
"939","ENSMUSG00000107470","Dorea",0.76,0.92,-0.108238282610278,NA,"turquoise"
"940","ENSMUSG00000107605","f.Rikenellaceae",0.77,0.83,-0.0563894800610005,NA,"yellow"
"941","ENSMUSG00000107876","f.Rikenellaceae",0.72,0.82,-0.0918392501477543,NA,"yellow"
"942","ENSMUSG00000107994","f.Rikenellaceae",0.73,0.86,-0.0765770627197118,NA,"turquoise"
"943","ENSMUSG00000107997","Anaerotruncus",0.78,0.92,0.0858692431405372,NA,"turquoise"
"944","ENSMUSG00000108435","Anaerotruncus",0.75,0.97,0.078260779434049,NA,"blue"
"945","ENSMUSG00000108436","f.Rikenellaceae",0.76,0.87,-0.0796085803706056,NA,"brown"
"946","ENSMUSG00000108465","f.Rikenellaceae",0.71,0.84,-0.078460330499623,NA,"black"
"947","ENSMUSG00000108477","Dorea",0.87,0.86,0.128625060943198,NA,"brown"
"948","ENSMUSG00000108573","Butyricimonas",0.76,0.83,-0.11915431050845,NA,"black"
"949","ENSMUSG00000108573","f.Rikenellaceae",0.73,0.87,-0.0880858440018073,NA,"black"
"950","ENSMUSG00000108799","f.Rikenellaceae",0.71,0.85,0.0727264314965432,NA,"turquoise"
"951","ENSMUSG00000108799","f.Christensenellaceae",0.78,0.89,0.132713090867252,NA,"turquoise"
"952","ENSMUSG00000108799","Anaerotruncus",0.77,0.87,-0.0661088763405223,NA,"turquoise"
"953","ENSMUSG00000108822","Blautia",0.78,0.92,0.176731494932891,NA,"blue"
"954","ENSMUSG00000108878","[Ruminococcus]",0.7,0.76,0.0662705893233756,NA,"tan"
"955","ENSMUSG00000108883","f.Christensenellaceae",0.73,0.87,-0.162683836066206,NA,"turquoise"
"956","ENSMUSG00000108929","Dorea",0.77,0.71,-0.0866505580986751,"coiled-coil and C2 domain containing 2B","turquoise"
"957","ENSMUSG00000109170","[Eubacterium]",0.72,0.91,0.0808343713663136,NA,"yellow"
"958","ENSMUSG00000109293","Alistipes",0.7,0.87,-0.138844275058817,"DC-STAMP domain containing 2","brown"
"959","ENSMUSG00000109399","Dorea",0.73,0.66,0.117836601356023,NA,"turquoise"
"960","ENSMUSG00000109498","Butyricimonas",0.73,0.93,-0.0895330560146527,NA,"magenta"
"961","ENSMUSG00000109587","Anaerotruncus",0.7,0.98,0.0579927336115139,NA,"blue"
"962","ENSMUSG00000109587","[Ruminococcus]",0.87,0.81,-0.0613990779075447,NA,"blue"
"963","ENSMUSG00000109612","Anaerotruncus",0.8,0.92,0.0858702350727629,NA,"yellow"
"964","ENSMUSG00000109674","Anaerotruncus",0.9,0.96,0.0926082273207147,NA,"black"
"965","ENSMUSG00000109702","Anaerotruncus",0.83,0.96,0.115967996391872,NA,"yellow"
"966","ENSMUSG00000109904","rc4-4",0.7,0.7,-0.036211019171538,NA,"magenta"
"967","ENSMUSG00000109984","Anaerotruncus",0.81,0.92,0.10663782414866,NA,"red"
"968","ENSMUSG00000110035","Anaerotruncus",0.8,0.94,0.0928085246557705,"predicted gene, 30931","blue"
"969","ENSMUSG00000110055","f.Rikenellaceae",0.73,0.77,-0.0549536798965499,NA,"blue"
"970","ENSMUSG00000110055","Anaerotruncus",0.91,0.97,0.135425856230209,NA,"blue"
"971","ENSMUSG00000110234","Butyricimonas",0.7,0.92,-0.118291297949017,"translocase of inner mitochondrial membrane 10B","turquoise"
"972","ENSMUSG00000110386","f.Rikenellaceae",0.71,0.81,-0.0605748771945595,NA,"brown"
"973","ENSMUSG00000110386","[Eubacterium]",0.71,0.83,0.055097476339367,NA,"brown"
"974","ENSMUSG00000110411","Anaerotruncus",0.71,0.89,0.119669298187334,NA,"black"
"975","ENSMUSG00000110537","f.Rikenellaceae",0.75,0.8,-0.0715714584428878,NA,"brown"
"976","ENSMUSG00000110537","Anaerotruncus",0.85,0.9,0.0832197145119602,NA,"brown"
"977","ENSMUSG00000110630","Butyricimonas",0.74,0.86,-0.18944435376991,NA,"blue"
"978","ENSMUSG00000110630","[Eubacterium]",0.76,0.9,-0.119824883010372,NA,"blue"
"979","ENSMUSG00000110697","Alistipes",0.83,0.92,0.140375368699651,NA,"blue"
"980","ENSMUSG00000110750","Anaerotruncus",0.74,0.91,0.0756502421726765,NA,"yellow"
"981","ENSMUSG00000110755","Lactococcus",0.7,0.94,0.205074160638992,NA,"cyan"
"982","ENSMUSG00000111082","Dorea",0.72,0.89,-0.099134564490638,NA,"blue"
"983","ENSMUSG00000111361","Anaerotruncus",0.78,0.92,-0.0812764617253675,NA,"turquoise"
"984","ENSMUSG00000111375","Anaerotruncus",0.7,0.92,0.089466668790169,"RIKEN cDNA A830010M20 gene","tan"
"985","ENSMUSG00000111447","f.Christensenellaceae",0.81,0.85,0.138198741358298,NA,"turquoise"
"986","ENSMUSG00000112109","Anaerotruncus",0.77,0.98,-0.0653964545544516,NA,"green"
"987","ENSMUSG00000112160","Anaerotruncus",0.79,0.9,-0.0654104513390669,"cDNA sequence BC024063","blue"
"988","ENSMUSG00000112294","Butyricimonas",0.73,0.84,-0.128449600465483,NA,"blue"
"989","ENSMUSG00000112400","Anaerotruncus",0.76,0.97,0.0998421120186891,NA,"tan"
"990","ENSMUSG00000112599","Anaerotruncus",0.71,0.9,0.0674454706001349,NA,"yellow"
"991","ENSMUSG00000112762","Escherichia",0.73,0.89,0.106042618439324,"RIKEN cDNA 4930459C07 gene","cyan"
"992","ENSMUSG00000112770","f.Rikenellaceae",0.75,0.84,-0.0609581992624328,NA,"turquoise"
"993","ENSMUSG00000112770","[Eubacterium]",0.95,0.9,0.108585043010793,NA,"turquoise"
"994","ENSMUSG00000112771","Alistipes",0.76,0.95,-0.214326852997386,NA,"yellow"
"995","ENSMUSG00000112771","Anaerotruncus",0.82,0.96,0.116068046247517,NA,"yellow"
"996","ENSMUSG00000112774","f.Christensenellaceae",0.73,0.94,0.132837461931386,NA,"blue"
"997","ENSMUSG00000112824","Anaerotruncus",0.72,0.94,-0.0381775898837307,NA,"green"
"998","ENSMUSG00000113361","Anaerotruncus",0.77,0.93,-0.0729369121177727,NA,"turquoise"
"999","ENSMUSG00000113440","Anaerotruncus",0.85,0.94,0.114074043312394,NA,"yellow"
"1000","ENSMUSG00000113536","Ruminococcus",0.73,0.84,0.128603171053196,NA,"blue"
"1001","ENSMUSG00000113543","Anaerotruncus",0.84,0.93,0.123794457954905,NA,"blue"
"1002","ENSMUSG00000113811","f.Rikenellaceae",0.71,0.79,0.0595465674458271,NA,"yellow"
"1003","ENSMUSG00000114045","Anaerotruncus",0.9,0.99,-0.117861575380274,NA,"yellow"
"1004","ENSMUSG00000114425","Butyricimonas",0.77,0.94,0.110409455432346,NA,"brown"
"1005","ENSMUSG00000114579","f.Rikenellaceae",0.78,0.88,0.0992520384034511,NA,"turquoise"
"1006","ENSMUSG00000115025","Blautia",0.74,0.94,0.139922579688808,NA,"red"
"1007","ENSMUSG00000115099","Anaerotruncus",0.71,0.9,0.0888765457263199,NA,"cyan"
"1008","ENSMUSG00000115200","Anaerotruncus",0.74,0.92,0.0732586876284608,NA,"blue"
"1009","ENSMUSG00000115200","Ruminococcus",0.72,0.84,-0.238341233480028,NA,"blue"
"1010","ENSMUSG00000115919","Anaerotruncus",0.82,0.95,0.102088396617365,NA,"yellow"
"1011","ENSMUSG00000115946","Butyricimonas",0.71,0.85,0.0935861540624112,NA,"turquoise"
"1012","ENSMUSG00000115946","Anaerofustis",0.71,0.91,-0.114327903173085,NA,"turquoise"
"1013","ENSMUSG00000116305","Anaerotruncus",0.82,0.92,-0.0768684072716649,NA,"blue"
"1014","ENSMUSG00000116478","Anaerotruncus",0.72,0.91,0.0844078571530713,NA,"yellow"
"1015","ENSMUSG00000116505","Anaerotruncus",0.72,0.92,0.0855781407488086,"predicted gene 10865","brown"
"1016","ENSMUSG00000117013","Anaerotruncus",0.76,0.94,-0.0808016706924332,NA,"yellow"
"1017","ENSMUSG00000117039","Alistipes",0.7,0.87,-0.169647181023142,NA,"turquoise"
"1018","ENSMUSG00000117335","Anaerotruncus",0.89,0.97,0.129936596240377,NA,"red"
"1019","ENSMUSG00000117465","Anaerotruncus",0.78,0.89,0.0482864808002612,NA,"turquoise"
"1020","ENSMUSG00000117653","Anaerotruncus",0.72,0.95,-0.0725399343702244,NA,"blue"
"1021","ENSMUSG00000117775","f.Christensenellaceae",0.71,0.84,-0.124595708647984,NA,"blue"
"1022","ENSMUSG00000117775","[Eubacterium]",0.86,0.98,0.204394027934152,NA,"blue"
"1023","ENSMUSG00000118012","Coprobacillus",0.7,0.86,-0.191091863997122,NA,"turquoise"
"1024","ENSMUSG00000118012","Anaerotruncus",0.71,0.87,0.048771363431138,NA,"turquoise"
"1025","ENSMUSG00000118106","f.Christensenellaceae",0.72,0.89,-0.121577333306201,NA,"brown"
"1026","ENSMUSG00000118168","Dorea",0.72,0.79,0.0693303222555915,NA,"blue"
"1027","ENSMUSG00000118361","Butyricimonas",0.84,0.87,-0.160310591139769,NA,"black"
